Time,Boom_Top_Rel,Boom_Bottom_Rel,Bucket_X,Bucket_Y,Bucket_Z
0.6161,59.04999999998836,-30.850000000093132,0,0,0
0.6161,59.04999999998836,-11.850000000093132,0,0,0
0.6173,19.04999999998836,-29.850000000093132,0,0,0
0.6185,19.04999999998836,-29.850000000093132,0,0,0
0.6185,-24.95000000001164,-65.85000000009313,0,0,0
0.6195,-16.95000000001164,-65.85000000009313,0,0,0
0.6205,-16.95000000001164,-46.85000000009313,0,0,0
0.6205,-3.9500000000116415,-46.85000000009313,0,0,0
0.6215,-3.9500000000116415,45.14999999990687,0,0,0
0.6225,-8.950000000011642,45.14999999990687,0,0,0
0.6225,6.0499999999883585,17.149999999906868,0,0,0
0.6235,6.0499999999883585,17.149999999906868,0,0,0
0.6245,16.04999999998836,51.14999999990687,0,0,0
0.6245,16.04999999998836,63.14999999990687,0,0,0
0.6255,8.049999999988358,63.14999999990687,0,0,0
0.6265,34.04999999998836,44.14999999990687,0,0,0
0.6265,34.04999999998836,44.14999999990687,0,0,0
0.6275,63.04999999998836,-23.850000000093132,0,0,0
0.6275,63.04999999998836,-23.850000000093132,0,0,0
0.6285,13.049999999988358,-2.8500000000931323,0,0,0
0.6285,13.049999999988358,-2.8500000000931323,0,0,0
0.6295,7.0499999999883585,7.149999999906868,0,0,0
0.6305,6.0499999999883585,7.149999999906868,0,0,0
0.6305,6.0499999999883585,12.149999999906868,0,0,0
0.6315,1.0499999999883585,-35.85000000009313,0,0,0
0.6315,1.0499999999883585,-35.85000000009313,0,0,0
0.6325,29.04999999998836,25.149999999906868,0,0,0
0.6335,65.04999999998836,25.149999999906868,0,0,0
0.6345,65.04999999998836,21.149999999906868,0,0,0
0.6355,39.04999999998836,21.149999999906868,0,0,0
0.6355,39.04999999998836,21.149999999906868,0,0,0
0.6365,42.04999999998836,21.149999999906868,0,0,0
0.6375,118.04999999998836,-8.850000000093132,0,0,0
0.6375,118.04999999998836,-8.850000000093132,0,0,0
0.6385,85.04999999998836,-1.8500000000931323,0,0,0
0.6385,85.04999999998836,-34.85000000009313,0,0,0
0.6395,66.04999999998836,-34.85000000009313,0,0,0
0.6395,66.04999999998836,-63.85000000009313,0,0,0
0.6405,15.049999999988358,-63.85000000009313,0,0,0
0.6415,13.049999999988358,-26.850000000093132,0,0,0
0.6415,13.049999999988358,-26.850000000093132,0,0,0
0.6429,39.04999999998836,-17.850000000093132,0,0,0
0.6435,39.04999999998836,-17.850000000093132,0,0,0
0.6445,24.04999999998836,-17.850000000093132,0,0,0
0.6445,-9.950000000011642,-17.850000000093132,0,0,0
0.6455,-9.950000000011642,-43.85000000009313,0,0,0
0.6455,-32.95000000001164,-73.85000000009313,0,0,0
0.6465,-32.95000000001164,-73.85000000009313,0,0,0
0.6475,6.0499999999883585,-23.850000000093132,0,0,0
0.6505,70.04999999998836,-23.850000000093132,0,0,0
0.6515,70.04999999998836,-11.850000000093132,0,0,0
0.6525,78.04999999998836,-11.850000000093132,0,0,0
0.6535,78.04999999998836,-7.850000000093132,0,0,0
0.6535,80.04999999998836,-7.850000000093132,0,0,0
0.6545,80.04999999998836,-38.85000000009313,0,0,0
0.6555,51.04999999998836,-38.85000000009313,0,0,0
0.6555,29.04999999998836,-46.85000000009313,0,0,0
0.6565,29.04999999998836,-20.850000000093132,0,0,0
0.6575,-16.95000000001164,-20.850000000093132,0,0,0
0.6585,-16.95000000001164,12.149999999906868,0,0,0
0.6595,-12.950000000011642,12.149999999906868,0,0,0
0.6605,-0.9500000000116415,33.14999999990687,0,0,0
0.6615,-0.9500000000116415,33.14999999990687,0,0,0
0.6625,-13.950000000011642,35.14999999990687,0,0,0
0.6635,-13.950000000011642,35.14999999990687,0,0,0
0.6635,5.0499999999883585,-0.8500000000931323,0,0,0
0.6655,5.0499999999883585,-0.8500000000931323,0,0,0
0.6655,9.049999999988358,-19.850000000093132,0,0,0
0.6675,2.0499999999883585,-18.850000000093132,0,0,0
0.6683,2.0499999999883585,-18.850000000093132,0,0,0
0.6693,-0.9500000000116415,-24.850000000093132,0,0,0
0.6703,-0.9500000000116415,-24.850000000093132,0,0,0
1.6012,23.04999999998836,-37.85000000009313,0,0,0
1.6022,42.04999999998836,-37.85000000009313,0,0,0
1.6022,42.04999999998836,-42.85000000009313,0,0,0
1.6032,23.04999999998836,-42.85000000009313,0,0,0
1.6042,23.04999999998836,-21.850000000093132,0,0,0
1.6052,5.0499999999883585,-21.850000000093132,0,0,0
1.6052,33.04999999998836,2.1499999999068677,0,0,0
1.6062,33.04999999998836,-16.850000000093132,0,0,0
1.6072,49.04999999998836,-16.850000000093132,0,0,0
1.6072,49.04999999998836,-19.850000000093132,0,0,0
1.6082,71.04999999998836,-19.850000000093132,0,0,0
1.6092,71.04999999998836,-39.85000000009313,0,0,0
1.6092,38.04999999998836,-39.85000000009313,0,0,0
1.6102,9.049999999988358,-54.85000000009313,0,0,0
1.6112,9.049999999988358,-54.85000000009313,0,0,0
1.6122,34.04999999998836,-33.85000000009313,0,0,0
1.6122,34.04999999998836,-33.85000000009313,0,0,0
1.6132,51.04999999998836,8.149999999906868,0,0,0
1.6132,48.04999999998836,26.149999999906868,0,0,0
1.7762,48.04999999998836,26.149999999906868,0,0,0
1.7762,-35.95000000001164,9.149999999906868,0,0,0
1.7772,-35.95000000001164,9.149999999906868,0,0,0
1.8081,-58.95000000001164,2.1499999999068677,0,0,0
1.9738,-22.95000000001164,2.1499999999068677,0,0,0
1.9738,-22.95000000001164,-55.85000000009313,0,0,0
1.9748,-6.9500000000116415,-55.85000000009313,0,0,0
2.0176,-6.9500000000116415,-41.85000000009313,0,0,0
2.2346,33.04999999998836,-41.85000000009313,0,0,0
2.2355,33.04999999998836,-29.850000000093132,0,0,0
2.2355,35.04999999998836,33.14999999990687,0,0,0
2.2355,37.04999999998836,33.14999999990687,0,0,0
2.2766,37.04999999998836,41.14999999990687,0,0,0
2.465,35.04999999998836,41.14999999990687,0,0,0
2.466,35.04999999998836,30.149999999906868,0,0,0
2.466,44.04999999998836,30.149999999906868,0,0,0
2.4761,46.04999999998836,43.14999999990687,0,0,0
2.681,46.04999999998836,43.14999999990687,0,0,0
2.682,15.049999999988358,43.14999999990687,0,0,0
2.682,15.049999999988358,-37.85000000009313,0,0,0
2.683,102.04999999998836,-37.85000000009313,0,0,0
2.7322,350.04999999998836,-180.85000000009313,0,0,0
2.9056,350.04999999998836,-180.85000000009313,0,0,0
2.9066,255.04999999998836,387.14999999990687,0,0,0
2.9066,255.04999999998836,387.14999999990687,0,0,0
2.9368,414.04999999998836,-320.85000000009313,0,0,0
3.1262,414.04999999998836,-320.85000000009313,0,0,0
3.1262,375.04999999998836,-91.85000000009313,0,0,0
3.1272,124.04999999998836,-91.85000000009313,0,0,0
3.1494,124.04999999998836,777.1499999999069,5,-19,518
3.3808,364.04999999998836,-286.85000000009313,0,0,0
3.3818,364.04999999998836,-286.85000000009313,0,0,0
3.3818,-70.95000000001164,762.1499999999069,0,0,0
3.3818,-72.95000000001164,762.1499999999069,0,0,0
3.4078,-72.95000000001164,308.14999999990687,0,0,0
3.6268,-28.95000000001164,308.14999999990687,0,-21,535
3.6268,-28.95000000001164,469.14999999990687,0,-21,535
3.6279,-130.95000000001164,469.14999999990687,0,-21,535
3.6279,-59.95000000001164,368.14999999990687,0,-21,535
3.6618,-59.95000000001164,368.14999999990687,0,-22,535
3.8573,-124.95000000001164,434.14999999990687,0,-21,535
3.8586,-124.95000000001164,350.14999999990687,0,-21,535
3.8586,-50.95000000001164,350.14999999990687,0,-21,535
3.8597,-50.95000000001164,418.14999999990687,0,-21,535
3.9104,-134.95000000001164,418.14999999990687,0,-21,535
4.0877,-56.95000000001164,350.14999999990687,0,-22,535
4.0887,-56.95000000001164,350.14999999990687,0,-22,535
4.0887,-84.95000000001164,451.14999999990687,0,-22,535
4.1158,-84.95000000001164,451.14999999990687,0,-22,535
4.3266,-24.95000000001164,407.14999999990687,0,-21,535
4.3276,-6.9500000000116415,407.14999999990687,0,-21,535
4.3276,-6.9500000000116415,461.14999999990687,0,-21,535
4.3286,-2.9500000000116415,394.14999999990687,0,-21,535
5.5223,-18.5,7.2000000001862645,0,-22,535
5.5223,-27.5,-50.799999999813735,0,-22,535
5.5223,-27.5,-50.799999999813735,0,-22,535
5.5573,-31.5,0.20000000018626451,0,-22,535
5.7442,-31.5,0.20000000018626451,0,-22,535
5.7442,-26.5,-33.799999999813735,0,-22,535
5.7452,85.5,-33.799999999813735,0,-22,535
5.755,85.5,91.20000000018626,0,-22,535
5.9588,401.5,91.20000000018626,0,-21,535
5.9594,401.5,48.200000000186265,0,-21,535
5.9594,398.5,48.200000000186265,0,-21,535
5.9609,432.5,483.20000000018626,0,-21,535
6.0127,432.5,695.2000000001863,0,-22,535
6.2083,606.5,695.2000000001863,-1,-22,535
6.2093,606.5,917.2000000001863,-1,-22,535
6.2093,635.5,917.2000000001863,-1,-22,535
6.2212,586.5,1611.2000000001863,-2,-22,535
6.2653,586.5,1611.2000000001863,-2,-22,535
6.4473,458.5,2066.2000000001863,-3,-22,543
6.4483,458.5,2066.2000000001863,-3,-22,543
6.4483,342.5,2141.2000000001863,-3,-22,543
6.4734,342.5,2141.2000000001863,-8,-23,552
6.7211,341.5,2050.2000000001863,0,0,0
6.7222,286.5,2043.2000000001863,0,0,0
6.7222,286.5,2043.2000000001863,0,0,0
6.7232,186.5,2166.2000000001863,0,0,0
6.7262,186.5,2166.2000000001863,0,0,0
6.9778,102.5,2232.2000000001863,0,0,0
6.9788,102.5,2232.2000000001863,0,0,0
6.9788,102.5,2402.2000000001863,0,0,0
6.9798,100.5,2402.2000000001863,0,0,0
6.9863,100.5,2332.2000000001863,0,0,0
7.0374,-8.5,2332.2000000001863,0,0,0
7.2418,-110.5,2507.2000000001863,0,0,0
7.2428,-110.5,2618.2000000001863,0,0,0
7.2438,-185.5,2618.2000000001863,0,0,0
7.2438,-185.5,2594.2000000001863,0,0,0
7.4675,-278.5,2594.2000000001863,0,0,0
7.4685,-278.5,2830.2000000001863,0,0,0
7.4685,-399.5,2830.2000000001863,0,0,0
7.4685,-379.5,2861.2000000001863,0,0,0
7.496,-379.5,2861.2000000001863,0,0,0
7.6854,-426.5,2970.2000000001863,0,0,0
7.6854,-426.5,2970.2000000001863,0,0,0
7.6868,-543.5,3218.2000000001863,0,0,0
7.7005,-566.5,3899.2000000001863,0,0,0
7.9063,-566.5,3899.2000000001863,-28,-51,634
7.9073,-605.5,4375.200000000186,-28,-51,634
7.9083,-605.5,4375.200000000186,-28,-51,634
7.9083,-418.5,6430.200000000186,-28,-51,634
7.9555,-785.5,6430.200000000186,-28,-51,634
8.1129,-785.5,14300.200000000186,-31,-50,634
8.1139,-1315.5,14300.200000000186,-31,-50,634
8.1139,-1315.5,18033.200000000186,-31,-50,634
8.161,-1427.5,18033.200000000186,-31,-49,634
8.3289,-1427.5,18397.200000000186,0,0,0
8.3289,-1444.5,18662.200000000186,0,0,0
8.3302,-1359.5,18662.200000000186,0,0,0
8.3656,-1359.5,18415.200000000186,0,0,0
8.5737,-1315.5,18415.200000000186,0,0,0
8.5748,-1315.5,17787.200000000186,0,0,0
8.5748,-1311.5,17787.200000000186,0,0,0
8.5758,-1429.5,18572.200000000186,0,0,0
8.7972,-1429.5,18572.200000000186,-32,-63,646
